clan_1_id,clan_2_id,clan_1_points,clan_2_points,clan_winner
clan_9931,clan_3870,43,23,1
clan_10593,clan_11946,43,23,1
clan_5678,clan_3700,43,28,1
clan_17859,clan_7967,43,30,1
clan_7498,clan_7019,43,31,1
clan_12543,clan_15797,43,32,1
clan_19830,clan_24864,43,32,1
clan_10474,clan_6268,43,34,1
clan_21059,clan_29965,43,35,1
clan_19056,clan_11165,43,35,1
clan_15233,clan_24183,43,36,1
clan_36630,clan_22080,43,36,1
clan_16147,clan_2772,43,37,1
clan_16511,clan_3160,43,37,1
clan_24921,clan_11748,43,37,1
clan_31297,clan_29699,43,38,1
clan_6909,clan_20742,43,38,1
clan_21867,clan_37180,43,39,1
clan_43857,clan_24194,43,39,1
clan_28999,clan_21461,43,39,1
clan_25389,clan_24299,43,39,1
clan_10384,clan_30601,43,39,1
clan_9851,clan_21477,43,39,1
clan_22798,clan_10214,43,39,1
clan_24002,clan_4573,43,39,1
clan_15619,clan_19397,43,39,1
clan_20472,clan_4770,43,39,1
clan_2045,clan_9709,43,39,1
clan_24519,clan_25650,43,40,1
clan_12434,clan_4753,43,40,1
clan_17159,clan_19123,43,40,1
clan_10159,clan_19232,43,40,1
clan_7548,clan_4327,43,40,1
clan_26403,clan_18084,43,40,1
clan_29853,clan_6821,43,40,1
clan_13298,clan_638,43,40,1
clan_28108,clan_12587,43,40,1
clan_11857,clan_16522,43,41,1
clan_29126,clan_35598,43,41,1
clan_5619,clan_25646,43,41,1
clan_30319,clan_31798,43,42,1
clan_20704,clan_15478,43,42,1
clan_32381,clan_31740,43,42,1
clan_12551,clan_23412,43,42,1
clan_1932,clan_480,43,42,1
clan_38690,clan_20620,43,42,1
clan_4967,clan_3322,43,42,1
clan_13501,clan_20782,43,42,1
clan_9019,clan_14739,43,42,1
clan_19900,clan_16493,43,42,1
clan_4414,clan_13136,43,42,1
clan_5388,clan_12231,43,44,2
clan_35757,clan_38845,43,44,2
clan_43927,clan_36432,43,45,2
clan_27730,clan_7479,43,45,2
clan_45661,clan_40073,43,45,2
clan_40747,clan_43681,43,45,2
clan_9042,clan_23389,43,45,2
clan_13583,clan_21233,43,45,2
clan_6190,clan_4792,43,45,2
clan_10336,clan_7556,43,45,2
clan_38148,clan_14751,43,45,2
clan_2881,clan_20543,43,45,2
clan_22805,clan_35977,43,45,2
clan_7303,clan_17980,43,45,2
clan_29462,clan_23163,43,45,2
clan_41916,clan_17460,43,45,2
clan_32106,clan_30851,43,45,2
clan_24322,clan_19558,43,46,2
clan_13311,clan_6235,43,46,2
clan_7438,clan_15699,43,46,2
clan_29762,clan_15546,43,46,2
clan_9993,clan_28584,43,46,2
clan_23512,clan_18247,43,46,2
clan_19800,clan_30992,43,46,2
clan_9199,clan_13823,43,46,2
clan_5852,clan_18404,43,47,2
clan_18989,clan_30071,43,47,2
clan_9060,clan_23227,43,47,2
clan_42732,clan_29710,43,47,2
clan_231,clan_42131,43,47,2
clan_32454,clan_43536,43,47,2
clan_22609,clan_7693,43,48,2
clan_2638,clan_8966,43,48,2
clan_14087,clan_11471,43,48,2
clan_31157,clan_44714,43,48,2
clan_37116,clan_19866,43,48,2
clan_37242,clan_38237,43,48,2
clan_18768,clan_12328,43,48,2
clan_41419,clan_44621,43,48,2
clan_2435,clan_19548,43,49,2
clan_13706,clan_7986,43,49,2
clan_29988,clan_10050,43,49,2
clan_25365,clan_5897,43,49,2
clan_35028,clan_38008,43,50,2
clan_20040,clan_40297,43,50,2
clan_5584,clan_16865,43,50,2
clan_33608,clan_17559,43,50,2
clan_1432,clan_2289,43,50,2
clan_12473,clan_27324,43,50,2
clan_4434,clan_15297,43,50,2
clan_29541,clan_4506,43,50,2
clan_16858,clan_31391,43,50,2
clan_30261,clan_21458,43,50,2
clan_6651,clan_33501,43,50,2
clan_22328,clan_16939,43,51,2
clan_9348,clan_26064,43,51,2
clan_7350,clan_12884,43,51,2
clan_22582,clan_11249,43,51,2
clan_21120,clan_7558,43,51,2
clan_26679,clan_43485,43,51,2
clan_16516,clan_4180,43,53,2
clan_7940,clan_2776,43,54,2
clan_27848,clan_22109,43,54,2
clan_47389,clan_2234,43,54,2
clan_28004,clan_7122,43,54,2
clan_30210,clan_28838,43,54,2
clan_42403,clan_1441,43,54,2
clan_20304,clan_10923,43,54,2
clan_35277,clan_17168,43,54,2
clan_28708,clan_15455,43,57,2
clan_17475,clan_23484,44,16,1
clan_11557,clan_19443,44,27,1
clan_6255,clan_24878,44,27,1
clan_5018,clan_8037,44,28,1
clan_11298,clan_9583,44,29,1
clan_11796,clan_24064,44,29,1
clan_7227,clan_14527,44,30,1
clan_2504,clan_10776,44,30,1
clan_28199,clan_27548,44,31,1
clan_29959,clan_13927,44,31,1
clan_7589,clan_25070,44,32,1
clan_30714,clan_17414,44,32,1
clan_25122,clan_14237,44,33,1
clan_9009,clan_22829,44,33,1
clan_38869,clan_18636,44,33,1
clan_22982,clan_35491,44,33,1
clan_15274,clan_8007,44,33,1
clan_55,clan_30953,44,33,1
clan_12148,clan_8566,44,34,1
clan_10437,clan_9762,44,34,1
clan_12802,clan_18201,44,34,1
clan_42686,clan_1471,44,34,1
clan_38652,clan_36027,44,35,1
clan_2727,clan_21318,44,35,1
clan_36199,clan_37695,44,36,1
clan_40049,clan_7347,44,36,1
clan_24697,clan_18623,44,36,1
clan_2564,clan_19305,44,36,1
clan_34599,clan_5579,44,36,1
clan_7050,clan_27758,44,36,1
clan_26571,clan_34076,44,36,1
clan_287,clan_4534,44,36,1
clan_4878,clan_3381,44,36,1
clan_24550,clan_5998,44,36,1
clan_6634,clan_13836,44,36,1
clan_23477,clan_37051,44,37,1
clan_5112,clan_18534,44,37,1
clan_42584,clan_20264,44,37,1
clan_42691,clan_14919,44,37,1
clan_39865,clan_30873,44,37,1
clan_8918,clan_6055,44,38,1
clan_19675,clan_38765,44,38,1
clan_5413,clan_9844,44,38,1
clan_4125,clan_19311,44,38,1
clan_27282,clan_22081,44,38,1
clan_13630,clan_23560,44,38,1
clan_15946,clan_22451,44,38,1
clan_16826,clan_14951,44,38,1
clan_5865,clan_11511,44,38,1
clan_10421,clan_12249,44,38,1
clan_5313,clan_15543,44,38,1
clan_11655,clan_5943,44,39,1
clan_3914,clan_8919,44,39,1
clan_12016,clan_12912,44,39,1
clan_27867,clan_36852,44,39,1
clan_20792,clan_24096,44,39,1
clan_31807,clan_28030,44,39,1
clan_42647,clan_12403,44,39,1
clan_28859,clan_20879,44,39,1
clan_29445,clan_12124,44,39,1
clan_3115,clan_8641,44,39,1
clan_25448,clan_26324,44,39,1
clan_14868,clan_6169,44,39,1
clan_28938,clan_35243,44,39,1
clan_13228,clan_33756,44,39,1
clan_18545,clan_2576,44,39,1
clan_20316,clan_12448,44,40,1
clan_19284,clan_15018,44,40,1
clan_6090,clan_4085,44,40,1
clan_10005,clan_7989,44,41,1
clan_34201,clan_39259,44,41,1
clan_35802,clan_39877,44,41,1
clan_15476,clan_13242,44,41,1
clan_38828,clan_33902,44,41,1
clan_6275,clan_8351,44,41,1
clan_25620,clan_3154,44,41,1
clan_44643,clan_43411,44,41,1
clan_21642,clan_19741,44,41,1
clan_31292,clan_5094,44,41,1
clan_43278,clan_47692,44,41,1
clan_27752,clan_22048,44,42,1
clan_2083,clan_3957,44,42,1
clan_3399,clan_33613,44,42,1
clan_35344,clan_10297,44,42,1
clan_46821,clan_46329,44,42,1
clan_25132,clan_11018,44,42,1
clan_6542,clan_18132,44,42,1
clan_5715,clan_17497,44,42,1
clan_19683,clan_36546,44,42,1
clan_11283,clan_17044,44,42,1
clan_27085,clan_30417,44,42,1
clan_27083,clan_30474,44,42,1
clan_43468,clan_34162,44,42,1
clan_12485,clan_2511,44,42,1
clan_28820,clan_6170,44,42,1
clan_2795,clan_4620,44,42,1
clan_4951,clan_32133,44,42,1
clan_16794,clan_26198,44,42,1
clan_22275,clan_22654,44,43,1
clan_39648,clan_8937,44,43,1
clan_16438,clan_22025,44,43,1
clan_26445,clan_28980,44,43,1
clan_15607,clan_11886,44,43,1
clan_42175,clan_34755,44,43,1
clan_40953,clan_34736,44,45,2
clan_27968,clan_7359,44,45,2
clan_22588,clan_11538,44,45,2
clan_29824,clan_36592,44,45,2
clan_40428,clan_33172,44,45,2
clan_38639,clan_45539,44,45,2
clan_42912,clan_24050,44,45,2
clan_16444,clan_7946,44,45,2
clan_43247,clan_34085,44,45,2
clan_1621,clan_449,44,45,2
clan_20906,clan_12176,44,45,2
clan_12959,clan_28603,44,45,2
clan_39422,clan_27379,44,45,2
clan_34038,clan_5089,44,45,2
clan_11081,clan_13961,44,45,2
clan_23835,clan_13208,44,45,2
clan_16590,clan_13432,44,45,2
clan_18914,clan_3988,44,45,2
clan_40607,clan_32053,44,45,2
clan_13710,clan_42494,44,45,2
clan_27082,clan_25338,44,45,2
clan_36456,clan_41913,44,45,2
clan_46202,clan_44086,44,45,2
clan_34245,clan_19517,44,45,2
clan_13122,clan_24440,44,45,2
clan_47534,clan_39789,44,45,2
clan_45034,clan_41207,44,45,2
clan_6416,clan_20726,44,46,2
clan_36645,clan_21160,44,46,2
clan_2760,clan_7439,44,46,2
clan_15910,clan_3445,44,46,2
clan_24161,clan_6332,44,46,2
clan_28756,clan_21703,44,46,2
clan_31527,clan_33399,44,46,2
clan_25249,clan_15443,44,46,2
clan_33994,clan_36428,44,47,2
clan_40720,clan_38382,44,47,2
clan_25340,clan_15696,44,47,2
clan_15068,clan_24860,44,47,2
clan_42667,clan_36460,44,47,2
clan_6244,clan_32578,44,47,2
clan_5268,clan_23125,44,47,2
clan_12359,clan_23880,44,47,2
clan_6729,clan_22017,44,47,2
clan_7576,clan_11073,44,47,2
clan_14710,clan_6836,44,47,2
clan_30812,clan_30576,44,48,2
clan_47475,clan_43251,44,48,2
clan_5952,clan_3027,44,48,2
clan_17186,clan_30046,44,48,2
clan_22069,clan_22929,44,48,2
clan_16923,clan_19220,44,48,2
clan_36252,clan_41768,44,48,2
clan_33020,clan_14000,44,48,2
clan_23659,clan_43567,44,48,2
clan_4674,clan_14827,44,48,2
clan_35715,clan_18969,44,48,2
clan_9519,clan_23434,44,48,2
clan_47319,clan_1673,44,48,2
clan_17181,clan_27567,44,48,2
clan_20857,clan_2721,44,48,2
clan_11498,clan_22636,44,48,2
clan_17454,clan_18762,44,48,2
clan_47853,clan_37656,44,48,2
clan_6047,clan_15738,44,48,2
clan_34675,clan_26849,44,48,2
clan_28749,clan_19045,44,48,2
clan_25090,clan_9394,44,48,2
clan_40133,clan_15986,44,48,2
clan_34258,clan_33876,44,48,2
clan_36022,clan_35540,44,48,2
clan_44039,clan_448,44,48,2
clan_29589,clan_26632,44,48,2
clan_6497,clan_7832,44,48,2
clan_43986,clan_38528,44,48,2
clan_32557,clan_11731,44,48,2
clan_31454,clan_22014,44,48,2
clan_713,clan_35421,44,48,2
clan_17783,clan_23924,44,48,2
clan_4171,clan_35388,44,48,2
clan_43606,clan_37316,44,49,2
clan_2835,clan_2756,44,49,2
clan_39068,clan_42702,44,49,2
clan_33748,clan_12589,44,49,2
clan_43544,clan_25962,44,49,2
clan_9471,clan_19670,44,49,2
clan_3868,clan_8215,44,50,2
clan_23018,clan_23802,44,50,2
clan_26245,clan_35666,44,50,2
clan_21087,clan_20033,44,50,2
clan_29276,clan_31643,44,50,2
clan_12647,clan_7121,44,50,2
clan_8003,clan_30230,44,50,2
clan_20554,clan_40734,44,50,2
clan_12058,clan_33914,44,50,2
clan_12961,clan_25042,44,50,2
clan_10272,clan_25217,44,50,2
clan_44543,clan_41497,44,50,2
clan_33205,clan_35275,44,50,2
clan_11539,clan_25088,44,50,2
clan_13698,clan_10704,44,50,2
clan_46559,clan_42492,44,50,2
clan_45905,clan_2052,44,50,2
clan_31411,clan_27732,44,50,2
clan_11117,clan_45786,44,51,2
clan_10951,clan_20927,44,51,2
clan_37056,clan_37235,44,51,2
clan_13254,clan_11809,44,51,2
clan_16623,clan_26920,44,51,2
clan_17322,clan_25072,44,51,2
clan_20384,clan_14737,44,51,2
clan_45337,clan_7471,44,51,2
clan_46333,clan_39810,44,51,2
clan_29731,clan_18809,44,51,2
clan_35364,clan_19273,44,51,2
clan_34849,clan_26574,44,51,2
clan_1559,clan_3655,44,51,2
clan_23661,clan_8710,44,51,2
clan_43138,clan_43955,44,51,2
clan_21563,clan_19236,44,51,2
clan_45070,clan_44607,44,51,2
clan_15442,clan_8466,44,51,2
clan_9501,clan_5600,44,51,2
clan_11478,clan_23859,44,51,2
clan_1597,clan_46396,44,51,2
clan_16506,clan_31888,44,51,2
clan_27981,clan_8807,44,51,2
clan_2787,clan_35301,44,51,2
clan_35623,clan_33505,44,51,2
clan_42304,clan_41669,44,51,2
clan_11481,clan_15349,44,51,2
clan_32575,clan_9412,44,51,2
clan_26568,clan_10091,44,51,2
clan_34708,clan_46580,44,51,2
clan_44517,clan_41111,44,51,2
clan_28024,clan_29144,44,51,2
clan_35984,clan_31768,44,51,2
clan_5621,clan_32954,44,51,2
clan_4274,clan_13021,44,51,2
clan_31990,clan_19917,44,51,2
clan_34602,clan_9956,44,51,2
clan_29330,clan_21014,44,51,2
clan_30690,clan_40327,44,51,2
clan_28947,clan_39872,44,51,2
clan_43128,clan_32389,44,51,2
clan_42678,clan_41666,44,51,2
clan_14591,clan_18049,44,51,2
clan_9857,clan_17579,44,51,2
clan_3089,clan_9527,44,51,2
clan_1589,clan_47093,44,52,2
clan_26928,clan_31676,44,52,2
clan_14754,clan_33777,44,52,2
clan_19654,clan_15003,44,52,2
clan_27922,clan_25973,44,53,2
clan_13001,clan_13265,44,53,2
clan_22838,clan_34805,44,53,2
clan_8202,clan_9005,44,53,2
clan_6031,clan_45727,44,54,2
clan_725,clan_1291,44,54,2
clan_26138,clan_31813,44,54,2
clan_34619,clan_33086,44,54,2
clan_22611,clan_28620,44,54,2
clan_13742,clan_36600,44,54,2
clan_6835,clan_43563,44,54,2
clan_44533,clan_42306,44,54,2
clan_2605,clan_35500,44,54,2
clan_18343,clan_11428,44,54,2
clan_9601,clan_11445,44,54,2
clan_45572,clan_44781,44,54,2
clan_45201,clan_1539,44,54,2
clan_8174,clan_30623,44,54,2
clan_43616,clan_19563,44,54,2
clan_12193,clan_11126,44,54,2
clan_44383,clan_37935,44,54,2
clan_5006,clan_15884,44,54,2
clan_18427,clan_29323,44,54,2
clan_46651,clan_1086,44,54,2
clan_33217,clan_25566,44,54,2
clan_11702,clan_39482,44,54,2
clan_40853,clan_18277,44,54,2
clan_43555,clan_33740,44,54,2
clan_30006,clan_39194,44,54,2
clan_5214,clan_20457,44,54,2
clan_38860,clan_39330,44,54,2
clan_15664,clan_34823,44,54,2
clan_1526,clan_42842,44,54,2
clan_38575,clan_20743,44,54,2
clan_28935,clan_1088,44,54,2
clan_10096,clan_18352,44,55,2
clan_15529,clan_16424,44,55,2
clan_32346,clan_36071,44,56,2
clan_28167,clan_32415,44,56,2
clan_41021,clan_42608,44,56,2
clan_33184,clan_23568,44,56,2
clan_2606,clan_29495,44,56,2
clan_4655,clan_35940,44,56,2
clan_26615,clan_17972,44,56,2
clan_26506,clan_2832,44,56,2
clan_25840,clan_22988,44,56,2
clan_1625,clan_35799,44,56,2
clan_30291,clan_22715,44,56,2
clan_27554,clan_19200,44,56,2
clan_43011,clan_40296,44,57,2
clan_35080,clan_8653,44,57,2
clan_29454,clan_26799,44,57,2
clan_2350,clan_10154,44,57,2
clan_44304,clan_38232,44,57,2
clan_41968,clan_43570,44,57,2
clan_37167,clan_4835,44,57,2
clan_33083,clan_40372,44,57,2
clan_5520,clan_18744,44,57,2
clan_10366,clan_41525,44,57,2
clan_41932,clan_46871,44,57,2
clan_25226,clan_22950,44,57,2
clan_33002,clan_37026,44,57,2
clan_39438,clan_38344,44,57,2
clan_24493,clan_25812,44,57,2
clan_4316,clan_22181,44,57,2
clan_9436,clan_3980,44,57,2
clan_40011,clan_47236,44,57,2
clan_39375,clan_42559,44,57,2
clan_40901,clan_33530,44,57,2
clan_18595,clan_21808,44,57,2
clan_8702,clan_11556,44,57,2
clan_13881,clan_25377,44,57,2
clan_11436,clan_6891,44,57,2
clan_16097,clan_12215,44,57,2
clan_6475,clan_34504,44,57,2
clan_44273,clan_48315,44,60,2
clan_26396,clan_37661,44,66,2
clan_46645,clan_43171,45,15,1
clan_2857,clan_3289,45,21,1
clan_14668,clan_5068,45,26,1
clan_9600,clan_3569,45,27,1
clan_8584,clan_20174,45,27,1
clan_8971,clan_10922,45,27,1
clan_16808,clan_28896,45,27,1
clan_9885,clan_3848,45,28,1
clan_24091,clan_15675,45,29,1
clan_11696,clan_29612,45,29,1
clan_23359,clan_4376,45,30,1
clan_10877,clan_25468,45,30,1
clan_22103,clan_6688,45,30,1
clan_943,clan_2156,45,30,1
clan_29449,clan_29410,45,31,1
clan_20569,clan_12400,45,31,1
clan_8773,clan_3274,45,31,1
clan_18306,clan_17545,45,32,1
clan_25231,clan_14537,45,33,1
clan_44231,clan_1225,45,33,1
clan_27826,clan_8025,45,33,1
clan_5644,clan_5612,45,33,1
clan_19764,clan_19141,45,33,1
clan_25682,clan_24424,45,33,1
clan_21927,clan_10570,45,34,1
clan_21163,clan_9573,45,34,1
clan_24201,clan_6697,45,34,1
clan_22268,clan_23252,45,34,1
clan_46834,clan_34124,45,35,1
clan_34935,clan_16275,45,35,1
clan_29253,clan_11647,45,35,1
clan_25265,clan_23784,45,35,1
clan_17973,clan_1887,45,36,1
clan_18876,clan_10021,45,36,1
clan_2614,clan_13450,45,36,1
clan_5601,clan_21714,45,36,1
clan_39929,clan_17879,45,36,1
clan_25168,clan_4983,45,36,1
clan_17222,clan_24809,45,36,1
clan_37301,clan_39302,45,36,1
clan_20419,clan_29898,45,36,1
clan_8094,clan_8974,45,36,1
clan_16461,clan_8593,45,36,1
clan_3280,clan_2978,45,36,1
clan_4101,clan_13872,45,36,1
clan_16450,clan_29005,45,36,1
clan_11253,clan_3882,45,36,1
clan_5430,clan_6825,45,36,1
clan_10996,clan_24525,45,37,1
clan_22133,clan_31957,45,37,1
clan_7045,clan_10756,45,37,1
clan_25472,clan_10414,45,37,1
clan_3716,clan_9620,45,37,1
clan_38613,clan_42253,45,37,1
clan_24736,clan_7393,45,37,1
clan_7713,clan_8733,45,38,1
clan_26084,clan_26355,45,38,1
clan_7065,clan_9175,45,38,1
clan_5754,clan_13503,45,38,1
clan_43975,clan_32753,45,38,1
clan_2646,clan_31349,45,38,1
clan_15225,clan_24591,45,38,1
clan_28585,clan_21112,45,38,1
clan_8520,clan_10906,45,38,1
clan_26037,clan_14067,45,38,1
clan_23867,clan_31433,45,38,1
clan_29962,clan_37794,45,39,1
clan_16255,clan_13880,45,39,1
clan_22091,clan_19863,45,39,1
clan_16678,clan_22909,45,39,1
clan_12703,clan_20192,45,39,1
clan_12393,clan_38452,45,39,1
clan_24000,clan_10917,45,39,1
clan_47835,clan_38634,45,39,1
clan_5759,clan_21557,45,39,1
clan_28165,clan_24783,45,39,1
clan_10037,clan_25774,45,39,1
clan_6079,clan_9048,45,39,1
clan_11101,clan_19774,45,39,1
clan_7368,clan_26616,45,39,1
clan_22281,clan_20326,45,39,1
clan_15594,clan_4163,45,39,1
clan_20441,clan_12902,45,39,1
clan_42915,clan_43379,45,39,1
clan_13143,clan_21499,45,39,1
clan_14504,clan_4915,45,39,1
clan_32807,clan_23579,45,39,1
clan_27001,clan_31268,45,40,1
clan_22149,clan_20748,45,40,1
clan_10243,clan_15530,45,40,1
clan_30129,clan_30294,45,40,1
clan_3859,clan_11213,45,40,1
clan_21526,clan_9557,45,40,1
clan_10731,clan_6518,45,40,1
clan_32436,clan_27991,45,40,1
clan_19945,clan_5051,45,41,1
clan_21995,clan_32609,45,41,1
clan_23238,clan_11842,45,41,1
clan_5817,clan_13363,45,41,1
clan_14229,clan_22367,45,41,1
clan_27609,clan_29181,45,41,1
clan_23386,clan_8480,45,41,1
clan_20348,clan_26810,45,41,1
clan_42746,clan_46959,45,41,1
clan_11528,clan_33647,45,41,1
clan_43329,clan_24195,45,42,1
clan_26999,clan_33305,45,42,1
clan_5627,clan_29092,45,42,1
clan_34278,clan_32844,45,42,1
clan_7959,clan_4218,45,42,1
clan_3811,clan_20234,45,42,1
clan_6852,clan_28660,45,42,1
clan_9946,clan_1999,45,42,1
clan_37639,clan_29775,45,42,1
clan_21045,clan_26126,45,42,1
clan_11724,clan_2471,45,42,1
clan_3919,clan_25843,45,42,1
clan_25540,clan_26474,45,42,1
clan_42793,clan_39305,45,42,1
clan_34647,clan_36298,45,42,1
clan_2742,clan_21576,45,42,1
clan_751,clan_41702,45,42,1
clan_14284,clan_16566,45,42,1
clan_38916,clan_17722,45,42,1
clan_43909,clan_33360,45,42,1
clan_21273,clan_7110,45,42,1
clan_23371,clan_29797,45,42,1
clan_16416,clan_25810,45,42,1
clan_16092,clan_28121,45,42,1
clan_2341,clan_5227,45,42,1
clan_46268,clan_31538,45,42,1
clan_16720,clan_13790,45,42,1
clan_7369,clan_1482,45,42,1
clan_20797,clan_17356,45,42,1
clan_8085,clan_35026,45,42,1
clan_3246,clan_3357,45,42,1
clan_12438,clan_5273,45,42,1
clan_13549,clan_8530,45,42,1
clan_26837,clan_8355,45,42,1
clan_31330,clan_21887,45,42,1
clan_29214,clan_33578,45,42,1
clan_45338,clan_9458,45,42,1
clan_34357,clan_31011,45,42,1
clan_23210,clan_4667,45,42,1
clan_48118,clan_26277,45,42,1
clan_25701,clan_13766,45,43,1
clan_15011,clan_38200,45,43,1
clan_13108,clan_29712,45,43,1
clan_30266,clan_42780,45,43,1
clan_5026,clan_3306,45,43,1
clan_19824,clan_28362,45,43,1
clan_21007,clan_8526,45,43,1
clan_28191,clan_23948,45,43,1
clan_16542,clan_31000,45,43,1
clan_16125,clan_24668,45,43,1
clan_3139,clan_2960,45,43,1
clan_42163,clan_48479,45,43,1
clan_36143,clan_22057,45,44,1
clan_8475,clan_28986,45,44,1
clan_34042,clan_48208,45,44,1
clan_12781,clan_4846,45,44,1
clan_7453,clan_27932,45,44,1
clan_40010,clan_45470,45,44,1
clan_15190,clan_22309,45,44,1
clan_15609,clan_19382,45,44,1
clan_4625,clan_18660,45,44,1
clan_33848,clan_39862,45,44,1
clan_11008,clan_39847,45,44,1
clan_20678,clan_25697,45,44,1
clan_23687,clan_10765,45,44,1
clan_9316,clan_36439,45,44,1
clan_236,clan_1260,45,44,1
clan_15999,clan_8240,45,44,1
clan_25747,clan_25886,45,44,1
clan_42972,clan_43495,45,44,1
clan_5101,clan_11577,45,44,1
clan_13561,clan_20944,45,44,1
clan_18523,clan_7112,45,44,1
clan_44048,clan_38489,45,44,1
clan_19840,clan_10800,45,44,1
clan_6161,clan_24145,45,46,2
clan_12552,clan_7966,45,46,2
clan_7366,clan_9465,45,46,2
clan_24217,clan_31966,45,46,2
clan_1910,clan_37818,45,46,2
clan_18944,clan_3697,45,46,2
clan_31146,clan_33561,45,46,2
clan_16626,clan_38660,45,46,2
clan_38043,clan_41139,45,47,2
clan_22409,clan_9901,45,47,2
clan_43289,clan_1348,45,47,2
clan_32771,clan_36907,45,47,2
clan_17747,clan_33682,45,47,2
clan_31877,clan_9425,45,47,2
clan_32216,clan_20590,45,47,2
clan_11940,clan_34315,45,47,2
clan_48406,clan_17789,45,47,2
clan_30927,clan_43030,45,47,2
clan_42650,clan_44214,45,47,2
clan_6176,clan_20823,45,47,2
clan_39921,clan_42812,45,47,2
clan_39480,clan_46982,45,47,2
clan_40576,clan_40210,45,47,2
clan_44824,clan_46165,45,47,2
clan_38136,clan_30708,45,47,2
clan_38631,clan_22613,45,47,2
clan_10074,clan_6500,45,47,2
clan_698,clan_43824,45,47,2
clan_18671,clan_28626,45,47,2
clan_26459,clan_19520,45,47,2
clan_21724,clan_15982,45,47,2
clan_34809,clan_40973,45,47,2
clan_30620,clan_33046,45,47,2
clan_38227,clan_47462,45,47,2
clan_15114,clan_5842,45,47,2
clan_25254,clan_4156,45,47,2
clan_11269,clan_3536,45,47,2
clan_28777,clan_8061,45,48,2
clan_23960,clan_12449,45,48,2
clan_4233,clan_5780,45,48,2
clan_38366,clan_44851,45,48,2
clan_22577,clan_40035,45,48,2
clan_8052,clan_22550,45,48,2
clan_11670,clan_40708,45,48,2
clan_9869,clan_6610,45,48,2
clan_36131,clan_44356,45,48,2
clan_37348,clan_15284,45,48,2
clan_6164,clan_5689,45,48,2
clan_30803,clan_32881,45,48,2
clan_8478,clan_5864,45,48,2
clan_37016,clan_14740,45,48,2
clan_31509,clan_25896,45,48,2
clan_514,clan_32918,45,48,2
clan_1006,clan_35433,45,48,2
clan_38458,clan_33423,45,48,2
clan_16044,clan_26513,45,48,2
clan_32343,clan_25078,45,48,2
clan_38944,clan_8878,45,48,2
clan_20908,clan_32414,45,48,2
clan_8380,clan_15226,45,48,2
clan_47157,clan_47912,45,48,2
clan_6943,clan_8905,45,48,2
clan_21352,clan_22434,45,48,2
clan_31065,clan_38849,45,48,2
clan_38499,clan_44147,45,48,2
clan_20663,clan_18985,45,48,2
clan_14129,clan_32921,45,48,2
clan_21422,clan_15266,45,48,2
clan_14266,clan_10220,45,48,2
clan_12572,clan_8373,45,48,2
clan_4778,clan_22407,45,48,2
clan_5256,clan_5484,45,48,2
clan_7933,clan_23216,45,48,2
clan_40820,clan_8082,45,48,2
clan_4837,clan_45618,45,48,2
clan_16580,clan_8638,45,48,2
clan_5176,clan_33038,45,48,2
clan_37075,clan_41960,45,48,2
clan_38630,clan_27503,45,48,2
clan_39728,clan_42841,45,48,2
clan_5599,clan_45148,45,48,2
clan_25883,clan_35844,45,48,2
clan_35054,clan_4928,45,48,2
clan_13816,clan_25545,45,48,2
clan_45416,clan_44295,45,48,2
clan_30910,clan_41471,45,48,2
clan_21991,clan_16072,45,48,2
clan_23604,clan_4641,45,48,2
clan_7575,clan_9010,45,48,2
clan_46986,clan_46765,45,48,2
clan_28095,clan_29584,45,48,2
clan_10548,clan_9082,45,48,2
clan_39878,clan_29355,45,48,2
clan_44727,clan_31342,45,48,2
clan_2186,clan_44493,45,48,2
clan_28331,clan_10883,45,48,2
clan_43593,clan_41307,45,48,2
clan_38801,clan_37401,45,48,2
clan_43235,clan_36566,45,48,2
clan_13004,clan_28924,45,48,2
clan_38512,clan_10358,45,48,2
clan_44570,clan_41835,45,48,2
clan_17333,clan_7211,45,48,2
clan_32790,clan_24557,45,48,2
clan_36728,clan_35806,45,48,2
clan_32427,clan_8647,45,48,2
clan_38804,clan_21980,45,48,2
clan_6377,clan_17136,45,48,2
clan_14298,clan_3140,45,48,2
clan_19631,clan_35350,45,48,2
clan_28164,clan_26667,45,48,2
clan_22531,clan_23753,45,48,2
clan_15326,clan_30962,45,48,2
clan_31805,clan_28593,45,48,2
clan_8297,clan_21085,45,48,2
clan_41600,clan_44215,45,48,2
clan_12718,clan_16496,45,48,2
clan_37903,clan_47202,45,48,2
clan_24075,clan_4436,45,48,2
clan_46611,clan_1580,45,48,2
clan_3083,clan_9245,45,48,2
clan_45007,clan_18484,45,48,2
clan_1695,clan_1869,45,48,2
clan_33333,clan_5471,45,48,2
clan_38046,clan_36917,45,48,2
clan_3217,clan_25639,45,48,2
clan_4467,clan_37515,45,48,2
clan_25641,clan_20402,45,48,2
clan_44882,clan_40406,45,48,2
clan_26199,clan_25493,45,48,2
clan_670,clan_2105,45,48,2
clan_16863,clan_13632,45,48,2
clan_20103,clan_43089,45,49,2
clan_38363,clan_41840,45,49,2
clan_10185,clan_26847,45,49,2
clan_22459,clan_17845,45,49,2
clan_34340,clan_260,45,49,2
clan_25710,clan_37980,45,49,2
clan_47972,clan_44818,45,49,2
clan_17277,clan_20924,45,49,2
clan_26596,clan_9896,45,49,2
